idx irq        fired       rxpkts       txpkts         cpus name
  0 317          397            0            0        32-63 mlx5_async0
  1 318            0      4407523      2216662           16 mlx5_comp0
  2 341            0      4313194      2280833           17 mlx5_comp1
  3 342            0      4610485      2304710           18 mlx5_comp2
  4 343            0      4507197      2356323           19 mlx5_comp3
  5 344            0      4561131      2196952           20 mlx5_comp4
  6 345            0      4431477      2159561           21 mlx5_comp5
  7 346            0      4735006      2262199           22 mlx5_comp6
  8 347            0      4532511      2246494           23 mlx5_comp7
total            397     36098524     18023734
