idx irq        fired       rxpkts       txpkts         cpus name
  0 317        18134            0            0        32-63 mlx5_async0
  1 318       331333      7587485      3897557           16 mlx5_comp0
  2 341       327658      7511122      3656626           17 mlx5_comp1
  3 342       344898      7071864      3647938           18 mlx5_comp2
  4 343       324027      7716078      3790188           19 mlx5_comp3
  5 344       331158      7815876      3663676           20 mlx5_comp4
  6 345       322614      7884873      3765297           21 mlx5_comp5
  7 346       334671      7277274      3973351           22 mlx5_comp6
  8 347       336682      7075604      3554355           23 mlx5_comp7
total        2671175     59940176     29948988
