idx irq        fired       rxpkts       txpkts         cpus name
  0 317          404            0            0        32-63 mlx5_async0
  1 318          680      7562081      3927321           16 mlx5_comp0
  2 341          686      7566475      3595007           17 mlx5_comp1
  3 342          526      7329056      3512182           18 mlx5_comp2
  4 343          423      7542494      3945866           19 mlx5_comp3
  5 344          674      7522201      3812419           20 mlx5_comp4
  6 345          536      7126441      3646036           21 mlx5_comp5
  7 346          485      7594680      3763079           22 mlx5_comp6
  8 347          550      7618032      3748235           23 mlx5_comp7
total           4964     59861460     29950145
