idx irq        fired       rxpkts       txpkts         cpus name
  0 317          430            0            0        32-63 mlx5_async0
  1 318          624      7656972      3789733           16 mlx5_comp0
  2 341          509      7298706      3909559           17 mlx5_comp1
  3 342          401      7767843      3752416           18 mlx5_comp2
  4 343          371      7443198      3690852           19 mlx5_comp3
  5 344          596      7355074      3814698           20 mlx5_comp4
  6 345          486      7854026      3761903           21 mlx5_comp5
  7 346          429      7148310      3669010           22 mlx5_comp6
  8 347          448      7626389      3655569           23 mlx5_comp7
total           4294     60150518     30043740
