idx irq        fired       rxpkts       txpkts         cpus name
  0 317          436            0            0        32-63 mlx5_async0
  1 318          580      3098881      1489464           16 mlx5_comp0
  2 341          476      3018669      1504458           17 mlx5_comp1
  3 342          366      2997114      1499986           18 mlx5_comp2
  4 343          369      2928231      1500490           19 mlx5_comp3
  5 344          567      3082558      1504033           20 mlx5_comp4
  6 345          477      3021951      1514780           21 mlx5_comp5
  7 346          414      3077435      1520153           22 mlx5_comp6
  8 347          460      2902017      1491400           23 mlx5_comp7
total           4145     24126856     12024764
