idx irq        fired       rxpkts       txpkts         cpus name
  0 317          455            0            0        32-63 mlx5_async0
  1 318         1162      6534038      3257860           16 mlx5_comp0
  2 341         1627      7909676      4118921           17 mlx5_comp1
  3 342         1218      8244417      3951829           18 mlx5_comp2
  4 343         1173      6600163      3107865           19 mlx5_comp3
  5 344         1371      6481415      3668225           20 mlx5_comp4
  6 345         1397      7336659      4336364           21 mlx5_comp5
  7 346         1264      6253388      3264417           22 mlx5_comp6
  8 347         1157      8679777      3293145           23 mlx5_comp7
total          10824     58039533     28998626
