idx irq        fired       rxpkts       txpkts         cpus name
  0 317          400            0            0        32-63 mlx5_async0
  1 318          611      2955724      1383179           16 mlx5_comp0
  2 341          483      3023862      1520543           17 mlx5_comp1
  3 342          427      3035463      1510282           18 mlx5_comp2
  4 343          287      3108125      1524600           19 mlx5_comp3
  5 344          616      2916262      1524764           20 mlx5_comp4
  6 345          496      3065985      1516615           21 mlx5_comp5
  7 346          414      2975436      1528445           22 mlx5_comp6
  8 347          427      3090621      1528630           23 mlx5_comp7
total           4161     24171478     12037058
