idx irq        fired       rxpkts       txpkts         cpus name
  0 317          486            0            0        32-63 mlx5_async0
  1 318         1303      2959958      1496794           16 mlx5_comp0
  2 341         1757      3028030      1499817           17 mlx5_comp1
  3 342         1826      3022567      1499537           18 mlx5_comp2
  4 343         1811      3035560      1500049           19 mlx5_comp3
  5 344         1229      2956684      1500739           20 mlx5_comp4
  6 345         1673      3034803      1497853           21 mlx5_comp5
  7 346         1752      3154337      1512139           22 mlx5_comp6
  8 347         1729      2945274      1514968           23 mlx5_comp7
total          13566     24137213     12021896
