idx irq        fired       rxpkts       txpkts         cpus name
  0 317        18818            0            0        32-63 mlx5_async0
  1 318       329408      7229497      4021157           16 mlx5_comp0
  2 341       329255      7271315      3557998           17 mlx5_comp1
  3 342       336266      7574703      3582730           18 mlx5_comp2
  4 343       331538      7384861      3513859           19 mlx5_comp3
  5 344       327955      7502586      3847542           20 mlx5_comp4
  6 345       329388      7088121      3587516           21 mlx5_comp5
  7 346       320589      7678894      3842383           22 mlx5_comp6
  8 347       333153      7159242      3469104           23 mlx5_comp7
total        2656370     58889219     29422289
