idx irq        fired       rxpkts       txpkts         cpus name
  0 317          405            0            0        32-63 mlx5_async0
  1 318           52      4821017      2268690           16 mlx5_comp0
  2 341            5      4574349      2256321           17 mlx5_comp1
  3 342            5      4684054      2237689           18 mlx5_comp2
  4 343            4      4341988      2269640           19 mlx5_comp3
  5 344           52      4404797      2234453           20 mlx5_comp4
  6 345            9      4599802      2257761           21 mlx5_comp5
  7 346            6      4431134      2236947           22 mlx5_comp6
  8 347            8      4251534      2259451           23 mlx5_comp7
total            546     36108675     18020952
