idx irq        fired       rxpkts       txpkts         cpus name
  0 317          497            0            0        32-63 mlx5_async0
  1 318         1247      1524610       735333           16 mlx5_comp0
  2 341         1782      1544598       747889           17 mlx5_comp1
  3 342         1978      1567481       755449           18 mlx5_comp2
  4 343         2174      1428531       756200           19 mlx5_comp3
  5 344         1137      1484780       740808           20 mlx5_comp4
  6 345         1760      1627648       753868           21 mlx5_comp5
  7 346         1908      1515673       784151           22 mlx5_comp6
  8 347         1801      1444176       750265           23 mlx5_comp7
total          14284     12137497      6023963
