idx irq        fired       rxpkts       txpkts         cpus name
  0 327          129            0            0         0-31 mlx5_async0
  1 328           20      3289812      6533823           32 mlx5_comp0
  2 529           13      5005127      4616207           33 mlx5_comp1
  3 530            8      8867311      4001218           34 mlx5_comp2
  4 531            2      4129417      4228564           35 mlx5_comp3
  5 532           18     12578981      1671720           36 mlx5_comp4
  6 533           44      8437361      7136215           37 mlx5_comp5
  7 534           19     12911425      1854703           38 mlx5_comp6
  8 535           27      9514669      2476979           39 mlx5_comp7
total            280     64734103     32519429
