idx irq        fired       rxpkts       txpkts         cpus name
  0 327        49511            0            0         0-31 mlx5_async0
  1 328       556162      1552358       746152           32 mlx5_comp0
  2 529       570389      1482589       757184           33 mlx5_comp1
  3 530       569988      1535204       745633           34 mlx5_comp2
  4 531       585328      1429288       745714           35 mlx5_comp3
  5 532       551712      1569520       758796           36 mlx5_comp4
  6 533       552807      1557154       767505           37 mlx5_comp5
  7 534       595958      1452440       760103           38 mlx5_comp6
  8 535       565208      1511279       749769           39 mlx5_comp7
total        4597063     12089832      6030856
