idx irq        fired       rxpkts       txpkts         cpus name
  0 327        50469            0            0         0-31 mlx5_async0
  1 328       556418      1568550       756397           32 mlx5_comp0
  2 529       636885      1346276       754205           33 mlx5_comp1
  3 530       596904      1405279       716021           34 mlx5_comp2
  4 531       541947      1640331       722337           35 mlx5_comp3
  5 532       571600      1527980       763339           36 mlx5_comp4
  6 533       575419      1538325       769135           37 mlx5_comp5
  7 534       565691      1556219       770759           38 mlx5_comp6
  8 535       558276      1505734       773380           39 mlx5_comp7
total        4653609     12088694      6025573
