idx irq        fired       rxpkts       txpkts         cpus name
  0 327          129            0            0         0-31 mlx5_async0
  1 328           14     11811393      1981678           32 mlx5_comp0
  2 529           12      5800658      4625545           33 mlx5_comp1
  3 530           30      6260479      4717111           34 mlx5_comp2
  4 531           12      7993819      2864067           35 mlx5_comp3
  5 532           31      7590117      4192576           36 mlx5_comp4
  6 533           76      9025916      3292727           37 mlx5_comp5
  7 534           23      3597223      6601661           38 mlx5_comp6
  8 535           48      8543409      2057097           39 mlx5_comp7
total            375     60623014     30332462
