idx irq        fired       rxpkts       txpkts         cpus name
  0 327          130            0            0         0-31 mlx5_async0
  1 328           23      7778395      3373435           32 mlx5_comp0
  2 529           37      7482476      3887764           33 mlx5_comp1
  3 530           24      7762163      3823287           34 mlx5_comp2
  4 531            6      8026285      3881411           35 mlx5_comp3
  5 532            9      7049868      3795110           36 mlx5_comp4
  6 533           68      6745361      3741219           37 mlx5_comp5
  7 534           23      7590987      3524598           38 mlx5_comp6
  8 535           23      7647484      4010688           39 mlx5_comp7
total            343     60083019     30037512
