idx irq        fired       rxpkts       txpkts         cpus name
  0 327          127            0            0         0-31 mlx5_async0
  1 328            5      1607344       745275           32 mlx5_comp0
  2 529           14      1552122       753244           33 mlx5_comp1
  3 530            8      1484540       755559           34 mlx5_comp2
  4 531            7      1513965       760068           35 mlx5_comp3
  5 532           16      1443024       746279           36 mlx5_comp4
  6 533           49      1515058       743374           37 mlx5_comp5
  7 534           17      1514664       757306           38 mlx5_comp6
  8 535           38      1441943       760201           39 mlx5_comp7
total            281     12072660      6021306
