idx irq        fired       rxpkts       txpkts         cpus name
  0 327          129            0            0         0-31 mlx5_async0
  1 328            3      3019542      1506158           32 mlx5_comp0
  2 529            8      3006772      1484787           33 mlx5_comp1
  3 530           14      3151630      1496211           34 mlx5_comp2
  4 531            9      2935772      1490769           35 mlx5_comp3
  5 532           29      2941927      1501044           36 mlx5_comp4
  6 533           45      2953615      1503988           37 mlx5_comp5
  7 534           17      2966543      1547631           38 mlx5_comp6
  8 535           26      3099720      1494530           39 mlx5_comp7
total            280     24075521     12025118
