idx irq        fired       rxpkts       txpkts         cpus name
  0 327        25697            0            0         0-31 mlx5_async0
  1 328       366682      4257212      2240772           32 mlx5_comp0
  2 529       358443      4436077      2245820           33 mlx5_comp1
  3 530       372563      4338814      2224492           34 mlx5_comp2
  4 531       377369      4830767      2233525           35 mlx5_comp3
  5 532       369057      4517260      2266239           36 mlx5_comp4
  6 533       345902      4494537      2268573           37 mlx5_comp5
  7 534       380865      4774707      2272007           38 mlx5_comp6
  8 535       368380      4436625      2281441           39 mlx5_comp7
total        2964958     36085999     18032869
