idx irq        fired       rxpkts       txpkts         cpus name
  0 327          127            0            0         0-31 mlx5_async0
  1 328           10      5750171      2962359           32 mlx5_comp0
  2 529            5      6026628      2994124           33 mlx5_comp1
  3 530           14      5888396      2959923           34 mlx5_comp2
  4 531            5      6272248      3034655           35 mlx5_comp3
  5 532           21      6274237      2991127           36 mlx5_comp4
  6 533           37      6225182      3055132           37 mlx5_comp5
  7 534           11      6059363      3056596           38 mlx5_comp6
  8 535           35      5604198      2984768           39 mlx5_comp7
total            265     48100423     24038684
