idx irq        fired       rxpkts       txpkts         cpus name
  0 327          164            0            0         0-31 mlx5_async0
  1 328          578      3177942      1495624           32 mlx5_comp0
  2 529          558      2871097      1503848           33 mlx5_comp1
  3 530          557      2806682      1478590           34 mlx5_comp2
  4 531          660      2944944      1506659           35 mlx5_comp3
  5 532          523      3060582      1503352           36 mlx5_comp4
  6 533          450      3115470      1521466           37 mlx5_comp5
  7 534          529      3113998      1500843           38 mlx5_comp6
  8 535          464      2982177      1516323           39 mlx5_comp7
total           4483     24072892     12026705
