idx irq        fired       rxpkts       txpkts         cpus name
  0 327          127            0            0         0-31 mlx5_async0
  1 328            0      2926276      1481540           32 mlx5_comp0
  2 529            0      3079519      1527200           33 mlx5_comp1
  3 530            0      3024093      1460629           34 mlx5_comp2
  4 531            0      3225825      1608757           35 mlx5_comp3
  5 532            0      3056985      1510190           36 mlx5_comp4
  6 533            0      2772301      1385933           37 mlx5_comp5
  7 534            0      2967713      1521241           38 mlx5_comp6
  8 535            0      3042939      1536251           39 mlx5_comp7
total            127     24095651     12031741
