idx irq        fired       rxpkts       txpkts         cpus name
  0 327          128            0            0         0-31 mlx5_async0
  1 328           21      9715066      4858289           32 mlx5_comp0
  2 529           16      8791974      4428680           33 mlx5_comp1
  3 530           27      9301223      4562983           34 mlx5_comp2
  4 531            7      9135504      4474035           35 mlx5_comp3
  5 532           20      8947913      4568522           36 mlx5_comp4
  6 533           51      8852872      4419205           37 mlx5_comp5
  7 534           30      9389230      4716400           38 mlx5_comp6
  8 535           35      9080190      4586453           39 mlx5_comp7
total            335     73213972     36614567
