idx irq        fired       rxpkts       txpkts         cpus name
  0 327          129            0            0         0-31 mlx5_async0
  1 328            4      1495266       742249           32 mlx5_comp0
  2 529            6      1620151       807514           33 mlx5_comp1
  3 530           11      1430184       731408           34 mlx5_comp2
  4 531            2      1472582       770849           35 mlx5_comp3
  5 532           20      1598320       732655           36 mlx5_comp4
  6 533           41      1536567       796668           37 mlx5_comp5
  7 534           21      1504002       700892           38 mlx5_comp6
  8 535           42      1430195       743808           39 mlx5_comp7
total            276     12087267      6026043
