idx irq        fired       rxpkts       txpkts         cpus name
  0 327          153            0            0         0-31 mlx5_async0
  1 328          331      7805462      3735589           32 mlx5_comp0
  2 529          324      7336043      3796827           33 mlx5_comp1
  3 530          327      6906804      3740880           34 mlx5_comp2
  4 531          345      7415239      3720631           35 mlx5_comp3
  5 532          367      7735528      3800410           36 mlx5_comp4
  6 533          337      7474617      3739877           37 mlx5_comp5
  7 534          344      7706647      3650099           38 mlx5_comp6
  8 535          324      7683665      3847068           39 mlx5_comp7
total           2852     60064005     30031381
