idx irq        fired       rxpkts       txpkts         cpus name
  0 327        29521            0            0         0-31 mlx5_async0
  1 328       398839      2875838      1473979           32 mlx5_comp0
  2 529       389821      3001635      1468687           33 mlx5_comp1
  3 530       390198      2877572      1473360           34 mlx5_comp2
  4 531       378784      2944712      1477064           35 mlx5_comp3
  5 532       377516      3091169      1533937           36 mlx5_comp4
  6 533       385319      3038554      1542221           37 mlx5_comp5
  7 534       370110      3123386      1521879           38 mlx5_comp6
  8 535       380671      3126134      1533501           39 mlx5_comp7
total        3100779     24079000     12024628
