idx irq        fired       rxpkts       txpkts         cpus name
  0 327        50485            0            0         0-31 mlx5_async0
  1 328       585278      1507076       707098           32 mlx5_comp0
  2 529       552767      1502530       743698           33 mlx5_comp1
  3 530       588051      1494346       741394           34 mlx5_comp2
  4 531       620088      1450124       742709           35 mlx5_comp3
  5 532       564042      1559744       771537           36 mlx5_comp4
  6 533       549300      1553140       776618           37 mlx5_comp5
  7 534       572302      1499945       773263           38 mlx5_comp6
  8 535       567037      1523047       767894           39 mlx5_comp7
total        4649350     12089952      6024211
