idx irq        fired       rxpkts       txpkts         cpus name
  0 327        29326            0            0         0-31 mlx5_async0
  1 328       388469      3265125      1490830           32 mlx5_comp0
  2 529       377253      2848368      1529523           33 mlx5_comp1
  3 530       393006      3070446      1495629           34 mlx5_comp2
  4 531       368867      2980313      1508875           35 mlx5_comp3
  5 532       387025      3008862      1501008           36 mlx5_comp4
  6 533       378694      2849112      1509628           37 mlx5_comp5
  7 534       384990      3107097      1486997           38 mlx5_comp6
  8 535       378632      2950349      1507555           39 mlx5_comp7
total        3086262     24079672     12030045
