idx irq        fired       rxpkts       txpkts         cpus name
  0 327          130            0            0         0-31 mlx5_async0
  1 328           11      5456929      2859499           32 mlx5_comp0
  2 529            4      6053467      3006053           33 mlx5_comp1
  3 530           18      5623254      3095468           34 mlx5_comp2
  4 531            2      6174024      3072838           35 mlx5_comp3
  5 532           22      5861430      2953081           36 mlx5_comp4
  6 533           47      6541814      2810798           37 mlx5_comp5
  7 534           29      6286910      3073506           38 mlx5_comp6
  8 535           38      6041139      3143162           39 mlx5_comp7
total            301     48038967     24014405
