idx irq        fired       rxpkts       txpkts         cpus name
  0 327          173            0            0         0-31 mlx5_async0
  1 328          577      4628897      2240423           32 mlx5_comp0
  2 529          565      4597891      2251849           33 mlx5_comp1
  3 530          550      4593723      2258266           34 mlx5_comp2
  4 531          596      4565132      2262754           35 mlx5_comp3
  5 532          514      4451997      2233875           36 mlx5_comp4
  6 533          390      4766689      2270362           37 mlx5_comp5
  7 534          540      4224395      2242173           38 mlx5_comp6
  8 535          454      4234649      2269993           39 mlx5_comp7
total           4359     36063373     18029695
