idx irq        fired       rxpkts       txpkts         cpus name
  0 327          196            0            0         0-31 mlx5_async0
  1 328          744      1534822       758587           32 mlx5_comp0
  2 529          735      1517878       757468           33 mlx5_comp1
  3 530          708      1448727       737954           34 mlx5_comp2
  4 531          876      1550602       756450           35 mlx5_comp3
  5 532          696      1538871       759859           36 mlx5_comp4
  6 533          501      1469289       748983           37 mlx5_comp5
  7 534          772      1522824       752225           38 mlx5_comp6
  8 535          614      1513377       756186           39 mlx5_comp7
total           5842     12096390      6027712
