idx irq        fired       rxpkts       txpkts         cpus name
  0 327          127            0            0         0-31 mlx5_async0
  1 328           11      4617520      2309010           32 mlx5_comp0
  2 529           17      4605744      2268564           33 mlx5_comp1
  3 530           26      4259624      2239014           34 mlx5_comp2
  4 531            8      4721190      2332200           35 mlx5_comp3
  5 532           26      4525848      2228138           36 mlx5_comp4
  6 533           72      4522085      2183385           37 mlx5_comp5
  7 534           29      4479065      2304011           38 mlx5_comp6
  8 535           37      4323107      2160607           39 mlx5_comp7
total            353     36054183     18024929
