idx irq        fired       rxpkts       txpkts         cpus name
  0 327        10196            0            0         0-31 mlx5_async0
  1 328       291674      9029821      3776351           32 mlx5_comp0
  2 529       295749      7785500      3247119           33 mlx5_comp1
  3 530       292576      6495314      4405496           34 mlx5_comp2
  4 531       289520      5941460      3679298           35 mlx5_comp3
  5 532       300805      7327881      3194552           36 mlx5_comp4
  6 533       296793      7531536      3892197           37 mlx5_comp5
  7 534       298420      7362347      3119755           38 mlx5_comp6
  8 535       276350      8237134      4539928           39 mlx5_comp7
total        2352083     59710993     29854696
