idx irq        fired       rxpkts       txpkts         cpus name
  0 327          185            0            0         0-31 mlx5_async0
  1 328          694      6324569      2990650           32 mlx5_comp0
  2 529          663      5990654      2995588           33 mlx5_comp1
  3 530          669      5815675      2982397           34 mlx5_comp2
  4 531          984      5900548      2993833           35 mlx5_comp3
  5 532          621      5931170      3003066           36 mlx5_comp4
  6 533          511      5907001      2979281           37 mlx5_comp5
  7 534          619      6121929      3059866           38 mlx5_comp6
  8 535          660      6065962      3023778           39 mlx5_comp7
total           5606     48057508     24028459
