idx irq        fired       rxpkts       txpkts         cpus name
  0 327        50829            0            0         0-31 mlx5_async0
  1 328       592453      1510080       749164           32 mlx5_comp0
  2 539       604895      1410973       744235           33 mlx5_comp1
  3 540       579590      1487577       727441           34 mlx5_comp2
  4 541       574656      1533849       741234           35 mlx5_comp3
  5 542       580949      1529404       761642           36 mlx5_comp4
  6 543       566012      1526757       760946           37 mlx5_comp5
  7 544       552091      1595043       767860           38 mlx5_comp6
  8 545       592149      1501405       770988           39 mlx5_comp7
total        4693624     12095088      6023510
