idx irq        fired       rxpkts       txpkts         cpus name
  0 327          127            0            0         0-31 mlx5_async0
  1 328            0      9003550      4522624           32 mlx5_comp0
  2 539           18     13381434      1609618           33 mlx5_comp1
  3 540           40      5696182      3090860           34 mlx5_comp2
  4 541            1      9036798      4363779           35 mlx5_comp3
  5 542            7      6200456      4499132           36 mlx5_comp4
  6 543            3      7229739      4516289           37 mlx5_comp5
  7 544           15      8075412      4423756           38 mlx5_comp6
  8 545            0      8838312      6692828           39 mlx5_comp7
total            211     67461883     33718886
