idx irq        fired       rxpkts       txpkts         cpus name
  0 327          179            0            0         0-31 mlx5_async0
  1 328          801      1519066       749975           32 mlx5_comp0
  2 539          569      1548999       758200           33 mlx5_comp1
  3 540          489      1496833       758967           34 mlx5_comp2
  4 541          951      1524121       757241           35 mlx5_comp3
  5 542          677      1504375       739308           36 mlx5_comp4
  6 543          845      1504157       756476           37 mlx5_comp5
  7 544          674      1469101       751296           38 mlx5_comp6
  8 545          732      1535120       756042           39 mlx5_comp7
total           5917     12101772      6027505
