idx irq        fired       rxpkts       txpkts         cpus name
  0 327          146            0            0         0-31 mlx5_async0
  1 328            5      8374851      4348316           32 mlx5_comp0
  2 539           43      8834160      4418639           33 mlx5_comp1
  3 540           69      5212984      2754718           34 mlx5_comp2
  4 541            3      8637269      4315799           35 mlx5_comp3
  5 542           14      6943689      4314990           36 mlx5_comp4
  6 543            9      9536351      4767312           37 mlx5_comp5
  7 544           26     14834196      2607619           38 mlx5_comp6
  8 545           12      7527785      7417873           39 mlx5_comp7
total            327     69901285     34945266
