idx irq        fired       rxpkts       txpkts         cpus name
  0 327        29684            0            0         0-31 mlx5_async0
  1 328       371085      3132419      1508809           32 mlx5_comp0
  2 539       398248      2919034      1520699           33 mlx5_comp1
  3 540       383919      3112081      1502719           34 mlx5_comp2
  4 541       389024      2998079      1518522           35 mlx5_comp3
  5 542       384174      3115479      1486362           36 mlx5_comp4
  6 543       394316      2787666      1495007           37 mlx5_comp5
  7 544       378906      3216656      1494490           38 mlx5_comp6
  8 545       377533      2818028      1497754           39 mlx5_comp7
total        3106889     24099442     12024362
