idx irq        fired       rxpkts       txpkts         cpus name
  0 327          127            0            0         0-31 mlx5_async0
  1 328            0      1538704       743800           32 mlx5_comp0
  2 539            0      1494908       750787           33 mlx5_comp1
  3 540            0      1521364       735367           34 mlx5_comp2
  4 541            0      1462533       766309           35 mlx5_comp3
  5 542            0      1477623       810485           36 mlx5_comp4
  6 543            0      1438563       681674           37 mlx5_comp5
  7 544            0      1545345       769904           38 mlx5_comp6
  8 545            0      1630088       763873           39 mlx5_comp7
total            127     12109128      6022199
