idx irq        fired       rxpkts       txpkts         cpus name
  0 327          187            0            0         0-31 mlx5_async0
  1 328          791      6371814      2999644           32 mlx5_comp0
  2 539          573      5947696      2931602           33 mlx5_comp1
  3 540          532      5861158      3036979           34 mlx5_comp2
  4 541          935      5930995      3093525           35 mlx5_comp3
  5 542          689      5865555      2944434           36 mlx5_comp4
  6 543          826      6048435      3118052           37 mlx5_comp5
  7 544          653      6386097      2957808           38 mlx5_comp6
  8 545          738      5660020      2944568           39 mlx5_comp7
total           5924     48071770     24026612
