idx irq        fired       rxpkts       txpkts         cpus name
  0 327          127            0            0         0-31 mlx5_async0
  1 328            0      4489252      2313541           32 mlx5_comp0
  2 539            0      4700640      2349274           33 mlx5_comp1
  3 540            0      4459938      2413814           34 mlx5_comp2
  4 541            0      4353416      1960616           35 mlx5_comp3
  5 542            0      4712039      2240162           36 mlx5_comp4
  6 543            0      4835115      2353508           37 mlx5_comp5
  7 544            0      4630716      2168984           38 mlx5_comp6
  8 545            0      3929500      2230383           39 mlx5_comp7
total            127     36110616     18030282
