idx irq        fired       rxpkts       txpkts         cpus name
  0 327        50066            0            0         0-31 mlx5_async0
  1 328       572616      1496315       740510           32 mlx5_comp0
  2 539       558249      1534112       754161           33 mlx5_comp1
  3 540       591836      1479427       753856           34 mlx5_comp2
  4 541       598066      1480840       748963           35 mlx5_comp3
  5 542       551748      1542162       733715           36 mlx5_comp4
  6 543       571945      1554062       767346           37 mlx5_comp5
  7 544       554683      1529138       764359           38 mlx5_comp6
  8 545       586546      1499370       762022           39 mlx5_comp7
total        4635755     12115426      6024932
