idx irq        fired       rxpkts       txpkts         cpus name
  0 327        25121            0            0         0-31 mlx5_async0
  1 328       360313      4670966      2231083           32 mlx5_comp0
  2 539       360658      4516873      2244698           33 mlx5_comp1
  3 540       353956      4299620      2252607           34 mlx5_comp2
  4 541       356572      4572607      2247394           35 mlx5_comp3
  5 542       376529      4208994      2257794           36 mlx5_comp4
  6 543       372339      4771001      2277943           37 mlx5_comp5
  7 544       361276      4490684      2250520           38 mlx5_comp6
  8 545       369718      4581294      2265781           39 mlx5_comp7
total        2936482     36112039     18027820
