idx irq        fired       rxpkts       txpkts         cpus name
  0 327          146            0            0         0-31 mlx5_async0
  1 328          281      1512715       752252           32 mlx5_comp0
  2 539          321      1537564       753012           33 mlx5_comp1
  3 540          331      1527244       753359           34 mlx5_comp2
  4 541          243      1538880       752073           35 mlx5_comp3
  5 542          318      1531549       752619           36 mlx5_comp4
  6 543          276      1511613       757804           37 mlx5_comp5
  7 544          343      1462901       748411           38 mlx5_comp6
  8 545          325      1466344       756163           39 mlx5_comp7
total           2584     12088810      6025693
