idx irq        fired       rxpkts       txpkts         cpus name
  0 327          129            0            0         0-31 mlx5_async0
  1 328            7      2909065      1499503           32 mlx5_comp0
  2 539           31      3131955      1509171           33 mlx5_comp1
  3 540           59      3085126      1492291           34 mlx5_comp2
  4 541            0      3030018      1519565           35 mlx5_comp3
  5 542            8      2951312      1496630           36 mlx5_comp4
  6 543            1      3091884      1478430           37 mlx5_comp5
  7 544            3      3081707      1505932           38 mlx5_comp6
  8 545            0      2819836      1521449           39 mlx5_comp7
total            238     24100903     12022971
