idx irq        fired       rxpkts       txpkts         cpus name
  0 327          127            0            0         0-31 mlx5_async0
  1 328            0      9041111      4508364           32 mlx5_comp0
  2 539            0      9204394      4666503           33 mlx5_comp1
  3 540            0      9328642      4826261           34 mlx5_comp2
  4 541            0      9660657      4599569           35 mlx5_comp3
  5 542            0      9364317      4603455           36 mlx5_comp4
  6 543            0      9019314      4518977           37 mlx5_comp5
  7 544            0      9470065      4735384           38 mlx5_comp6
  8 545            0      9201665      4682037           39 mlx5_comp7
total            127     74290165     37140550
