idx irq        fired       rxpkts       txpkts         cpus name
  0 327          130            0            0         0-31 mlx5_async0
  1 328            6      3081924      1419312           32 mlx5_comp0
  2 539           53      3211268      1497453           33 mlx5_comp1
  3 540          106      2900798      1533211           34 mlx5_comp2
  4 541            0      2954022      1560170           35 mlx5_comp3
  5 542            6      3084153      1582770           36 mlx5_comp4
  6 543            0      2952091      1450828           37 mlx5_comp5
  7 544           17      2779914      1485001           38 mlx5_comp6
  8 545            6      3130682      1498184           39 mlx5_comp7
total            324     24094852     12026929
