idx irq        fired       rxpkts       txpkts         cpus name
  0 327          130            0            0         0-31 mlx5_async0
  1 328            8      3207466      1507166           32 mlx5_comp0
  2 539           59      2991950      1427175           33 mlx5_comp1
  3 540           73      3013475      1513575           34 mlx5_comp2
  4 541            0      2946936      1602148           35 mlx5_comp3
  5 542           18      2971204      1525603           36 mlx5_comp4
  6 543            3      3056454      1496036           37 mlx5_comp5
  7 544           44      2855547      1470498           38 mlx5_comp6
  8 545           13      3030830      1484202           39 mlx5_comp7
total            348     24073862     12026403
