idx irq        fired       rxpkts       txpkts         cpus name
  0 327          182            0            0         0-31 mlx5_async0
  1 328          778      7498875      3876194           32 mlx5_comp0
  2 539          568      7762549      3762704           33 mlx5_comp1
  3 540          500      7412147      3707075           34 mlx5_comp2
  4 541          933      7141807      3756668           35 mlx5_comp3
  5 542          682      7508042      3955999           36 mlx5_comp4
  6 543          806      7552070      3635214           37 mlx5_comp5
  7 544          639      7144949      3750474           38 mlx5_comp6
  8 545          735      8045334      3578134           39 mlx5_comp7
total           5823     60065773     30022462
