idx irq        fired       rxpkts       txpkts         cpus name
  0 327          127            0            0         0-31 mlx5_async0
  1 328            0      6155948      2990648           32 mlx5_comp0
  2 539            0      5867047      2729235           33 mlx5_comp1
  3 540            0      6068534      3075989           34 mlx5_comp2
  4 541            0      6242910      3088752           35 mlx5_comp3
  5 542            0      5981962      3069368           36 mlx5_comp4
  6 543            0      5462981      3035651           37 mlx5_comp5
  7 544            0      6177564      3117844           38 mlx5_comp6
  8 545            0      6141829      2934215           39 mlx5_comp7
total            127     48098775     24041702
