idx irq        fired       rxpkts       txpkts         cpus name
  0 327          127            0            0         0-31 mlx5_async0
  1 328            0      5960814      3189569           32 mlx5_comp0
  2 539            0      5946666      2942407           33 mlx5_comp1
  3 540            0      5883824      2925036           34 mlx5_comp2
  4 541            0      5857944      2943356           35 mlx5_comp3
  5 542            0      6004704      3082383           36 mlx5_comp4
  6 543            0      6170691      2978147           37 mlx5_comp5
  7 544            0      6379700      2973706           38 mlx5_comp6
  8 545            0      5890383      3001574           39 mlx5_comp7
total            127     48094726     24036178
