idx irq        fired       rxpkts       txpkts         cpus name
  0 327        29243            0            0         0-31 mlx5_async0
  1 328       401797      3014821      1493466           32 mlx5_comp0
  2 539       373818      3022142      1507891           33 mlx5_comp1
  3 540       379442      3055141      1507905           34 mlx5_comp2
  4 541       392313      2973183      1505948           35 mlx5_comp3
  5 542       398478      3127089      1491065           36 mlx5_comp4
  6 543       371707      2875368      1514189           37 mlx5_comp5
  7 544       385138      3068032      1500266           38 mlx5_comp6
  8 545       384229      2978726      1513796           39 mlx5_comp7
total        3116165     24114502     12034526
