idx irq        fired       rxpkts       txpkts         cpus name
  0 327        14972            0            0         0-31 mlx5_async0
  1 328       307844      5959775      2988005           32 mlx5_comp0
  2 539       296299      6443975      2963784           33 mlx5_comp1
  3 540       304579      5684646      2983268           34 mlx5_comp2
  4 541       310711      6176597      2986100           35 mlx5_comp3
  5 542       296177      6094685      3031586           36 mlx5_comp4
  6 543       297100      5863501      3019559           37 mlx5_comp5
  7 544       304764      5828102      3065062           38 mlx5_comp6
  8 545       303060      6026280      2992523           39 mlx5_comp7
total        2435506     48077561     24029887
