idx irq        fired       rxpkts       txpkts         cpus name
  0 327          129            0            0         0-31 mlx5_async0
  1 328            0      4780895      2215030           32 mlx5_comp0
  2 539           31      4522349      2387607           33 mlx5_comp1
  3 540           52      4424127      2260668           34 mlx5_comp2
  4 541            0      4630422      2260880           35 mlx5_comp3
  5 542            5      4432469      2208651           36 mlx5_comp4
  6 543            0      4386696      2286445           37 mlx5_comp5
  7 544            7      4524059      2192070           38 mlx5_comp6
  8 545            4      4395792      2215598           39 mlx5_comp7
total            228     36096809     18026949
