idx irq        fired       rxpkts       txpkts         cpus name
  0 327          148            0            0         0-31 mlx5_async0
  1 328          327      6096900      3013381           32 mlx5_comp0
  2 539          345      5942878      3016012           33 mlx5_comp1
  3 540          328      5941076      3019921           34 mlx5_comp2
  4 541          274      5606956      3010317           35 mlx5_comp3
  5 542          343      6377501      3010470           36 mlx5_comp4
  6 543          314      6124281      3007249           37 mlx5_comp5
  7 544          335      5841924      2950088           38 mlx5_comp6
  8 545          321      6158097      3002357           39 mlx5_comp7
total           2735     48089613     24029795
