idx irq        fired       rxpkts       txpkts         cpus name
  0 327          152            0            0         0-31 mlx5_async0
  1 328          297      5827366      2993521           32 mlx5_comp0
  2 539          358      6031394      3051951           33 mlx5_comp1
  3 540          355      5661455      2991114           34 mlx5_comp2
  4 541          218      6013772      3056347           35 mlx5_comp3
  5 542          354      6599523      3037485           36 mlx5_comp4
  6 543          317      5959878      2957609           37 mlx5_comp5
  7 544          349      5824395      2949881           38 mlx5_comp6
  8 545          299      6199663      2999728           39 mlx5_comp7
total           2699     48117446     24037636
