idx irq        fired       rxpkts       txpkts         cpus name
  0 327          186            0            0         0-31 mlx5_async0
  1 328          775      6182371      3048066           32 mlx5_comp0
  2 539          493      6026726      3006642           33 mlx5_comp1
  3 540          450      5873822      3004007           34 mlx5_comp2
  4 541          886      5818245      3035446           35 mlx5_comp3
  5 542          632      6264631      2926753           36 mlx5_comp4
  6 543          781      5771860      3008829           37 mlx5_comp5
  7 544          655      6440816      2932164           38 mlx5_comp6
  8 545          762      5699658      3066660           39 mlx5_comp7
total           5620     48078129     24028567
