idx irq        fired       rxpkts       txpkts         cpus name
  0 327          145            0            0         0-31 mlx5_async0
  1 328            0      9287652      4439650           32 mlx5_comp0
  2 539            0      9000517      4508045           33 mlx5_comp1
  3 540            0      9008063      4500075           34 mlx5_comp2
  4 541            0      9610095      4801300           35 mlx5_comp3
  5 542            0      8879300      4501680           36 mlx5_comp4
  6 543            0      9005332      4506345           37 mlx5_comp5
  7 544            0      9015297      4653316           38 mlx5_comp6
  8 545            0      9309666      4642495           39 mlx5_comp7
total            145     73115922     36552906
