idx irq        fired       rxpkts       txpkts         cpus name
  0 327        51065            0            0         0-31 mlx5_async0
  1 328       583748      1523955       762230           32 mlx5_comp0
  2 539       578584      1536014       765829           33 mlx5_comp1
  3 540       554278      1546002       761034           34 mlx5_comp2
  4 541       575632      1555122       767537           35 mlx5_comp3
  5 542       606641      1467387       735734           36 mlx5_comp4
  6 543       596787      1461846       737901           37 mlx5_comp5
  7 544       551704      1567895       741900           38 mlx5_comp6
  8 545       612800      1447876       754239           39 mlx5_comp7
total        4711239     12106097      6026404
