idx irq        fired       rxpkts       txpkts         cpus name
  0 327          203            0            0         0-31 mlx5_async0
  1 328          753      6862409      3419452           32 mlx5_comp0
  2 539          547      5875308      3072196           33 mlx5_comp1
  3 540          448      5614391      3266864           34 mlx5_comp2
  4 541          911      6727148      2678915           35 mlx5_comp3
  5 542          700      6924680      3357925           36 mlx5_comp4
  6 543          848      5364516      3473113           37 mlx5_comp5
  7 544          659      6515361      2795820           38 mlx5_comp6
  8 545          796      6148913      2938122           39 mlx5_comp7
total           5865     50032726     25002407
