idx irq        fired       rxpkts       txpkts         cpus name
  0 327          130            0            0         0-31 mlx5_async0
  1 328            8      1561146       754802           32 mlx5_comp0
  2 539           34      1504935       763633           33 mlx5_comp1
  3 540           71      1466469       744234           34 mlx5_comp2
  4 541            0      1540069       753966           35 mlx5_comp3
  5 542           11      1465227       751099           36 mlx5_comp4
  6 543            0      1473157       756081           37 mlx5_comp5
  7 544           17      1568057       747886           38 mlx5_comp6
  8 545            6      1511384       749307           39 mlx5_comp7
total            277     12090444      6021008
