idx irq        fired       rxpkts       txpkts         cpus name
  0 327          203            0            0         0-31 mlx5_async0
  1 328          915      1643479       716895           32 mlx5_comp0
  2 539          604      1469294       766424           33 mlx5_comp1
  3 540          539      1391745       741044           34 mlx5_comp2
  4 541         1058      1551122       762762           35 mlx5_comp3
  5 542          752      1572422       748017           36 mlx5_comp4
  6 543          861      1526702       780260           37 mlx5_comp5
  7 544          730      1387494       737973           38 mlx5_comp6
  8 545          888      1580963       774064           39 mlx5_comp7
total           6550     12123221      6027439
