idx irq        fired       rxpkts       txpkts         cpus name
  0 327          169            0            0         0-31 mlx5_async0
  1 328          565      3068641      1490484           32 mlx5_comp0
  2 539          426      3124135      1498224           33 mlx5_comp1
  3 540          394      2892146      1495758           34 mlx5_comp2
  4 541          645      2981296      1485036           35 mlx5_comp3
  5 542          489      3068707      1516321           36 mlx5_comp4
  6 543          583      3088334      1521520           37 mlx5_comp5
  7 544          544      2845633      1516094           38 mlx5_comp6
  8 545          574      3008851      1500837           39 mlx5_comp7
total           4389     24077743     12024274
